valb	2	4	6	10	14	18	20	22	24
10	3.21497E-08	1.54829E-08	5.33012E-08	7.98404E-08	7.98414E-08	7.98414E-08	7.98414E-08	7.98414E-08	7.98414E-08
12.91549665	2.07211E-08	7.53511E-08	3.81367E-08	4.87555E-08	4.87555E-08	4.87555E-08	4.87555E-08	4.87555E-08	4.87555E-08
16.68100537	1.21475E-08	7.61675E-08	7.02354E-08	7.10866E-08	7.10866E-08	7.10866E-08	7.10866E-08	7.10866E-08	7.10866E-08
21.5443469	8.22002E-09	4.52121E-08	8.7473E-08	8.75132E-08	8.75132E-08	8.75132E-08	8.75132E-08	8.75132E-08	8.75132E-08
27.82559402	9.2183E-09	7.12078E-08	1.78429E-08	1.78448E-08	1.78448E-08	1.78448E-08	1.78448E-08	1.78448E-08	1.78448E-08
35.93813664	8.92847E-09	4.64382E-08	5.44662E-08	5.44663E-08	5.44663E-08	5.44663E-08	5.44663E-08	5.44663E-08	5.44663E-08
46.41588834	8.22989E-09	3.25098E-08	3.366E-08	3.366E-08	3.366E-08	3.36601E-08	3.366E-08	3.36601E-08	3.366E-08
59.94842503	7.69722E-08	6.27638E-08	6.29154E-08	6.29154E-08	6.29154E-08	6.29154E-08	6.29154E-08	6.29154E-08	6.29154E-08
77.42636827	5.44488E-08	5.26024E-08	5.2622E-08	5.2622E-08	5.2622E-08	5.2622E-08	5.2622E-08	5.2622E-08	5.2622E-08
100	3.6446E-08	2.69136E-08	2.69161E-08	2.69161E-08	2.69161E-08	2.69161E-08	2.69161E-08	2.69161E-08	3.41777E-08
