valb	2	4	6	10	14	18	20	22	24
10	0.00133525	0.00043972	0.00047689	0.00166914	0.00189082	0.00217626	0.00284661	0.00339233	0.00591064
12.91549665	0.00046517	0.00047943	0.00084426	0.00219311	0.00229955	0.00265814	0.00245356	0.00260252	0.00421734
16.68100537	0.00039067	0.00042634	0.00085827	0.00180556	0.00174901	0.00227323	0.00215489	0.00264915	0.00318745
21.5443469	0.00040799	0.00046177	0.00092026	0.00145233	0.00165	0.00272046	0.00190866	0.00233763	0.00305335
27.82559402	0.00031072	0.00045497	0.00100222	0.00147798	0.00161399	0.00226775	0.00226265	0.00226589	0.00249935
35.93813664	0.00034958	0.00038606	0.00126034	0.0015892	0.00159493	0.00218033	0.00199417	0.00225089	0.00259865
46.41588834	0.0003511	0.00048701	0.00143425	0.00145966	0.00162467	0.00220181	0.00208095	0.00240999	0.003429375
59.94842503	0.00028033	0.00045968	0.00149749	0.00141255	0.00170776	0.00215012	0.00179033	0.00231018	0.011154875
77.42636827	0.00032168	0.00077498	0.00155586	0.00145924	0.00148669	0.00222229	0.00195457	0.00230215	0.0030855
100	0.00030567	0.0007206	0.00134046	0.00132522	0.00156282	0.00200589	0.00183437	0.00220452	0.00254025
