valb	2	4	6	10	14	18	20	22	24
10	0.00076304	0.00055076	0.0009898	0.01148688	0.17891573	2.93652985	12.16714463	50.43710171	212.8585694
12.91549665	0.00023539	0.00046409	0.00090531	0.01173312	0.17837818	2.9643115	12.11188986	50.53100974	213.8349504
16.68100537	0.0002766	0.00033002	0.00090053	0.01188518	0.17879797	2.92524233	12.13537352	50.53199432	213.1822743
21.5443469	0.0002525	0.00042797	0.00090584	0.01222786	0.1798892	2.92171883	12.1855759	50.54173199	211.3078523
27.82559402	0.00022308	0.00039733	0.00094408	0.01196028	0.17784106	2.92955226	12.19220385	50.412896	209.4060129
35.93813664	0.00018973	0.00034625	0.0008854	0.01176339	0.17641608	2.90775458	12.16049851	50.25025533	317.5688065
46.41588834	0.00022478	0.00043152	0.00098701	0.01141813	0.17664744	2.89165569	12.22812812	50.41300344	212.1646488
59.94842503	0.00019013	0.00036528	0.00086021	0.01122685	0.17628543	2.91024083	12.1590856	50.21628306	212.010118
77.42636827	0.00023099	0.00039989	0.00086855	0.01120675	0.17831422	2.91876883	12.1979559	50.43234726	209.9640768
100	0.00023137	0.0004812	0.00099315	0.01138023	0.17705421	2.92083326	12.16966568	50.38839054	213.1255808
