valb	2	4	6	10	14	18	20	22	24
10	4	16	64	1024	16384	262144	1048576	4194304	16777216
12.91549665	4	16	64	1024	16384	262144	1048576	4194304	16777216
16.68100537	4	16	64	1024	16384	262144	1048576	4194304	16777216
21.5443469	4	16	64	1024	16384	262144	1048576	4194304	16777216
27.82559402	4	16	64	1024	16384	262144	1048576	4194304	16777216
35.93813664	4	16	64	1024	16384	262144	1048576	4194304	16777216
46.41588834	4	16	64	1024	16384	262144	1048576	4194304	16777216
59.94842503	4	16	64	1024	16384	262144	1048576	4194304	16777216
77.42636827	4	16	64	1024	16384	262144	1048576	4194304	16777216
100	4	16	64	1024	16384	262144	1048576	4194304	16777216
